bank_tier,client_segment,channel,card_brand,MTI,DE39_response_code,amount_usd,is_international,distance_from_home_km,approved,client_baseline_amount,is_fraud,is_night,time_since_last_txn_min,is_online,is_foreign_currency,mcc_fraud_rate
0,2,1,1,100,0,52.14,0,1438.0,1,290.99,,0,2640.0,1,0.0,
0,3,3,1,100,0,1.76,0,9.0,1,271.63,,0,480.0,0,0.0,
0,3,0,1,100,0,27.79,0,13.8,1,187.12,,0,8160.0,0,0.0,
0,3,2,2,100,0,17.41,0,8.2,1,267.45,,0,1800.0,0,0.0,
0,0,3,0,100,0,15.57,0,5.8,1,100.27,,0,2100.0,0,0.0,
0,3,3,1,100,0,51.91,0,25.0,1,107.03,,0,9999.0,0,0.0,
0,3,3,1,100,0,0.36,0,20.8,1,291.58,,0,13440.0,0,0.0,
0,3,3,0,100,0,0.54,0,17.7,1,112.63,,0,1860.0,0,0.0,
0,0,3,0,100,0,35.16,0,4.7,1,259.84,,0,240.0,0,0.0,
0,3,0,0,100,0,11.58,0,,1,205.36,,0,11760.0,0,0.0,
0,2,0,0,100,55,15.58,0,,0,175.92,,0,840.0,0,0.0,
0,0,3,1,100,0,2.46,0,12.5,1,183.41,,0,8820.0,0,0.0,
0,2,3,0,100,0,10.62,0,5.7,1,242.82,,0,9999.0,0,0.0,
0,3,0,1,100,0,11.71,0,16.1,1,269.2,,0,9840.0,0,0.0,
0,4,0,1,100,0,11.58,0,350.0,1,149.94,,0,5640.0,0,0.0,
0,1,3,0,100,0,0.85,0,24.1,1,82.72,,0,19980.0,0,0.0,
0,2,0,0,100,0,16.36,0,20.7,1,133.86,,0,3420.0,0,0.0,
0,0,1,1,100,0,85.72,1,5875.0,1,84.51,,0,180.0,1,1.0,
0,0,3,1,100,0,3.42,0,13.5,1,272.86,,0,23280.0,0,0.0,
0,3,3,0,100,0,34.55,0,1.8,1,151.23,,0,10620.0,0,0.0,
0,0,3,1,100,0,16.92,0,1.6,1,252.39,,0,15840.0,0,0.0,
0,2,3,1,100,0,17.77,0,9.0,1,235.6,,0,720.0,0,0.0,
0,3,3,0,100,0,12.3,0,995.0,1,184.13,,0,13680.0,0,0.0,
0,3,0,1,100,0,27.38,0,10.3,1,202.45,,0,2100.0,0,0.0,
0,4,3,0,100,0,8.29,0,860.0,1,208.5,,0,8460.0,0,0.0,
0,3,3,0,100,0,20.42,0,19.7,1,180.95,,0,24060.0,0,0.0,
0,3,3,1,100,0,23.86,0,22.1,1,192.39,,0,8820.0,0,0.0,
0,0,3,1,100,0,52.41,0,9.2,1,92.75,,0,13980.0,0,0.0,
0,2,3,0,100,0,33.38,0,14.2,1,250.58,,0,4620.0,0,0.0,
0,2,0,1,100,0,20.58,0,917.0,1,214.03,,0,9999.0,0,0.0,
0,3,1,1,100,0,60.21,0,16.6,1,195.52,,0,1440.0,1,0.0,
0,2,3,0,100,0,2.34,0,19.5,1,210.18,,0,24840.0,0,0.0,
0,0,1,1,100,0,68.13,1,4760.0,1,84.51,,0,0.0,1,1.0,
0,4,1,1,100,0,0.64,0,6.2,1,90.32,,0,28200.0,1,0.0,
0,3,3,0,100,0,21.26,0,2.8,1,260.46,,0,1620.0,0,0.0,
0,3,0,0,100,0,36.86,0,23.5,1,255.85,,0,18600.0,0,0.0,
0,2,0,1,100,0,18.68,0,291.0,1,223.11,,0,1860.0,0,0.0,
0,3,3,1,100,0,6.78,0,1068.0,1,131.61,,0,19320.0,0,0.0,
0,3,3,0,100,0,4.95,0,15.8,1,176.66,,0,22680.0,0,0.0,
0,0,3,1,100,0,20.21,0,90.0,1,292.6,,0,10380.0,0,0.0,
0,2,3,1,100,0,12.39,0,15.6,1,244.01,,0,1320.0,0,0.0,
0,1,1,1,100,0,2.2,0,16.1,1,134.09,,0,15180.0,1,0.0,
0,1,3,1,100,0,7.18,0,9.6,1,236.95,,0,2280.0,0,0.0,
0,0,3,1,100,5,89.59,1,2851.0,0,84.51,,0,0.0,0,1.0,
0,3,3,1,100,0,5.53,0,13.9,1,203.6,,0,9999.0,0,0.0,
0,3,3,1,100,0,41.72,0,1.2,1,296.05,,0,8700.0,0,0.0,
0,3,0,1,100,0,18.39,0,9.6,1,211.63,,0,9999.0,0,0.0,
0,1,1,0,100,0,9.3,0,1.0,1,96.95,,0,10140.0,1,0.0,
0,0,0,1,100,0,11.15,0,16.5,1,145.46,,0,6000.0,0,0.0,
0,0,3,1,100,0,9.33,0,20.7,1,153.01,,0,19860.0,0,0.0,
0,3,0,1,100,0,11.2,0,1.1,1,91.86,,0,12360.0,0,0.0,
0,3,3,2,100,0,12.61,0,929.0,1,141.26,,0,720.0,0,0.0,
0,3,3,1,100,0,13.5,0,13.8,1,111.14,,0,9999.0,0,0.0,
0,0,0,1,100,0,28.4,0,2.0,1,230.29,,0,13440.0,0,0.0,
0,2,3,1,100,0,7.85,0,24.1,1,225.86,,0,20400.0,0,0.0,
0,3,3,1,100,0,7.08,0,9.2,1,105.58,,0,9999.0,0,0.0,
0,1,1,0,100,0,156.15,0,20.0,1,266.11,,0,2400.0,1,0.0,
0,1,3,1,100,0,161.15,0,8.4,1,263.35,,0,9999.0,0,0.0,
0,2,3,1,100,0,107.46,0,0.4,1,223.17,,0,6720.0,0,0.0,
0,3,3,1,100,0,4.53,0,5.0,1,141.38,,0,9480.0,0,0.0,
0,2,0,0,100,0,18.74,0,17.6,1,232.91,,0,9999.0,0,0.0,
0,2,0,0,100,0,16.84,0,1376.0,1,128.35,,0,5460.0,0,0.0,
0,3,0,1,100,0,10.37,0,24.1,1,165.85,,0,5580.0,0,0.0,
0,0,0,2,100,0,14.62,0,1325.0,1,117.01,,0,1860.0,0,0.0,
0,3,3,1,100,0,11.16,0,1.5,1,225.44,,0,2280.0,0,0.0,
0,4,3,1,100,0,1.0,0,20.4,1,130.93,,0,17160.0,0,0.0,
0,3,0,1,100,0,9.61,0,20.2,1,92.38,,0,17460.0,0,0.0,
0,0,3,1,100,0,5.58,0,4.9,1,95.5,,0,1500.0,0,0.0,
0,0,3,0,100,0,15.73,0,1294.0,1,224.73,,0,6600.0,0,0.0,
0,1,0,1,100,0,3.81,0,133.0,1,110.18,,0,20220.0,0,0.0,
0,2,1,0,100,0,116.3,0,8.3,1,232.91,,0,0.0,1,0.0,
0,2,3,1,100,0,1.24,0,14.7,1,146.06,,0,7620.0,0,0.0,
0,3,3,1,100,0,5.55,0,1172.0,1,155.66,,0,15300.0,0,0.0,
0,2,3,1,100,0,10.52,0,18.0,1,197.49,,0,12540.0,0,0.0,
0,4,3,1,100,54,37.64,0,235.0,0,254.81,,0,9999.0,0,0.0,
0,3,3,1,100,0,31.61,0,15.3,1,299.32,,0,7380.0,0,0.0,
0,3,0,1,100,0,15.85,0,9.5,1,123.26,,0,9420.0,0,0.0,
0,3,3,0,100,0,11.64,0,15.1,1,245.6,,0,9999.0,0,0.0,
0,3,3,0,100,0,14.26,0,1296.0,1,279.7,,0,6540.0,0,0.0,
0,0,0,1,100,0,35.78,0,1484.0,1,292.6,,0,120.0,0,0.0,
0,3,1,0,100,0,61.49,0,650.0,1,295.62,,0,18000.0,1,0.0,
0,3,1,0,100,0,15.61,0,6.7,1,254.35,,0,19260.0,1,0.0,
0,3,3,1,100,0,22.25,0,9.9,1,243.31,,0,3840.0,0,0.0,
0,2,3,1,100,0,21.96,0,14.9,1,239.2,,0,7800.0,0,0.0,
0,2,3,1,100,0,15.54,0,3.4,1,204.16,,0,18660.0,0,0.0,
0,3,0,1,100,0,28.73,0,18.0,1,266.29,,0,14880.0,0,0.0,
0,2,1,1,100,0,13.33,0,19.8,1,165.75,,0,15720.0,1,0.0,
0,2,3,0,100,0,6.09,0,945.0,1,265.94,,0,3720.0,0,0.0,
0,2,3,1,100,0,8.93,0,17.3,1,135.64,,0,9420.0,0,0.0,
0,2,3,0,100,0,14.37,0,97.0,1,120.47,,0,9999.0,0,0.0,
0,3,3,1,100,0,10.19,0,17.5,1,289.46,,0,2160.0,0,0.0,
0,3,0,0,100,0,12.29,1,5878.0,1,106.07,,0,540.0,0,1.0,
0,3,3,1,100,0,2.43,0,12.5,1,232.35,,0,7980.0,0,0.0,
0,2,3,1,100,0,103.43,1,8468.0,1,221.38,,0,660.0,0,1.0,
0,2,3,1,100,0,10.42,0,7.4,1,88.51,,0,3480.0,0,0.0,
0,3,3,0,100,0,9.11,0,1.6,1,188.98,,0,1920.0,0,0.0,
0,3,1,1,100,0,11.25,0,7.0,1,152.67,,0,1020.0,1,0.0,
0,0,3,2,100,0,9.32,0,9.1,1,171.34,,0,27720.0,0,0.0,
0,1,3,1,100,0,5.82,0,15.6,1,165.79,,0,13620.0,0,0.0,
0,0,3,0,100,0,8.02,0,2.2,1,119.49,,0,10800.0,0,0.0,
0,1,3,1,100,0,2.61,0,23.2,1,87.47,,0,7560.0,0,0.0,
0,4,3,1,100,0,16.89,0,67.0,1,156.45,,0,6180.0,0,0.0,
0,3,3,1,100,0,1.78,0,20.0,1,134.95,,0,9999.0,0,0.0,
0,0,1,1,100,0,76.96,1,8226.0,1,84.51,,0,180.0,1,1.0,
0,1,3,0,100,0,108.51,0,17.7,1,159.71,,0,3060.0,0,0.0,
0,3,3,0,100,0,0.68,0,359.0,1,82.75,,0,2940.0,0,0.0,
0,3,3,2,100,0,0.71,0,19.9,1,127.07,,0,900.0,0,0.0,
0,4,3,1,100,0,0.49,0,1.1,1,86.59,,0,660.0,0,0.0,
0,3,0,1,100,14,31.29,0,994.0,0,261.31,,0,9999.0,0,0.0,
0,3,0,0,100,0,17.53,0,9.4,1,280.33,,0,19320.0,0,0.0,
0,3,3,1,100,0,7.37,0,7.3,1,173.54,,0,7380.0,0,0.0,
0,3,0,0,100,0,15.81,0,1453.0,1,135.86,,0,900.0,0,0.0,
0,2,0,0,100,0,10.66,0,19.6,1,134.97,,0,19320.0,0,0.0,
0,3,0,1,100,0,11.22,0,17.0,1,270.75,,0,20760.0,0,0.0,
0,3,3,1,100,0,11.5,0,6.7,1,205.74,,0,11820.0,0,0.0,
0,3,3,1,100,0,1.57,0,18.9,1,195.23,,0,10740.0,0,0.0,
0,1,1,1,100,0,11.19,0,14.4,1,202.7,,0,16860.0,1,0.0,
0,3,3,1,100,0,39.45,0,7.0,1,282.61,,1,19320.0,0,0.0,
0,1,1,1,100,0,41.41,0,7.7,1,232.34,,1,3840.0,1,0.0,
0,2,3,1,100,0,39.03,0,2.7,1,137.96,,1,13500.0,0,0.0,
0,0,1,1,100,0,118.03,0,3.7,1,88.79,,1,480.0,1,0.0,
0,3,3,1,100,0,57.28,0,138.0,1,265.5,,1,16920.0,0,0.0,
0,3,3,1,100,0,6.68,0,24.1,1,115.87,,1,12420.0,0,0.0,
0,2,1,1,100,54,3.8,1,8292.0,0,169.39,,1,8640.0,1,1.0,
0,2,0,1,100,0,5.91,0,9.2,1,89.69,,1,12480.0,0,0.0,
0,3,3,2,100,54,8.38,0,3.6,0,254.81,,1,120.0,0,0.0,
0,3,3,0,100,0,20.24,1,10335.0,1,250.65,,1,17640.0,0,1.0,
0,0,3,0,100,0,4.31,0,1265.0,1,110.63,,1,5160.0,0,0.0,
0,1,0,0,100,0,8.21,0,4.9,1,81.63,,1,3780.0,0,0.0,
0,3,0,1,100,0,24.3,0,12.1,1,214.84,,1,420.0,0,0.0,
0,3,0,1,100,0,39.03,1,5525.0,1,161.68,,1,480.0,0,1.0,
0,2,0,1,100,0,10.13,0,8.0,1,258.47,,1,3360.0,0,0.0,
0,3,1,1,100,0,4.88,0,1150.0,1,115.55,,1,10200.0,1,0.0,
0,1,3,1,100,0,11.0,0,4.1,1,260.98,,1,13140.0,0,0.0,
0,3,3,0,100,0,2.04,0,17.2,1,234.55,,1,20400.0,0,0.0,
0,1,3,0,100,0,36.7,0,8.4,1,140.52,,1,19260.0,0,0.0,
0,3,0,0,100,0,14.9,0,18.5,1,200.03,,1,27900.0,0,0.0,
0,0,0,1,100,0,37.02,1,11162.0,1,294.46,,1,6240.0,0,1.0,
0,0,3,0,100,0,1.94,0,2.7,1,286.69,,1,9999.0,0,0.0,
0,2,3,2,100,0,9.0,0,16.5,1,113.56,,1,10320.0,0,0.0,
0,1,3,1,100,0,2.05,0,6.5,1,226.07,,1,2040.0,0,0.0,
0,3,1,1,100,0,3.48,0,14.9,1,202.88,,1,2160.0,1,0.0,
0,1,0,1,100,0,40.55,0,4.3,1,227.35,,1,8580.0,0,0.0,
0,2,1,1,100,0,14.54,0,6.3,1,223.34,,1,9999.0,1,0.0,
0,2,0,1,100,0,27.61,0,1.9,1,175.82,,1,6540.0,0,0.0,
0,2,3,1,100,0,7.01,0,24.6,1,196.98,,1,15120.0,0,0.0,
0,0,3,0,100,0,0.26,0,14.7,1,211.77,,1,13260.0,0,0.0,
0,3,1,0,100,0,47.57,0,6.1,1,263.67,,1,6660.0,1,0.0,
0,0,3,1,100,0,43.13,0,5.1,1,232.09,,1,3360.0,0,0.0,
0,2,3,0,100,0,18.69,0,661.0,1,160.48,,1,15000.0,0,0.0,
0,3,1,1,100,0,131.46,0,11.5,1,202.42,,1,21840.0,1,0.0,
0,3,0,1,100,0,11.01,0,16.5,1,98.39,,1,12240.0,0,0.0,
0,3,3,1,100,0,97.81,0,0.7,1,150.01,,1,2280.0,0,0.0,
0,3,3,1,100,0,44.77,0,14.3,1,295.58,,1,18240.0,0,0.0,
0,0,3,0,100,0,9.84,0,25.0,1,171.12,,1,9999.0,0,0.0,
0,2,2,0,100,0,52.36,0,19.3,1,99.92,,1,8340.0,0,0.0,
0,3,3,1,100,0,31.31,0,23.4,1,260.52,,1,10740.0,0,0.0,
0,3,3,0,100,0,8.03,0,2.3,1,196.9,,1,1020.0,0,0.0,
0,0,1,0,100,0,76.81,1,,1,117.44,,1,2220.0,1,1.0,
0,2,1,0,100,0,17.2,0,5.4,1,268.51,,1,8340.0,1,0.0,
0,4,0,1,100,0,17.17,0,475.0,1,123.32,,1,3180.0,0,0.0,
0,3,0,1,100,0,10.16,0,11.9,1,88.05,,1,7620.0,0,0.0,
0,3,0,1,100,5,66.03,1,4796.0,0,186.38,,1,720.0,0,1.0,
0,3,0,0,100,0,9.93,0,23.3,1,103.07,,1,7200.0,0,0.0,
0,1,1,0,100,0,1.85,0,13.8,1,173.85,,1,7020.0,1,0.0,
0,1,3,1,100,0,2.94,0,17.7,1,262.05,,1,3600.0,0,0.0,
0,0,3,1,100,0,0.27,0,9.1,1,183.96,,1,11040.0,0,0.0,
0,0,3,0,100,0,201.7,0,0.4,1,260.97,,1,26220.0,0,0.0,
0,3,0,1,100,0,31.32,0,5.5,1,187.0,,1,1920.0,0,0.0,
0,3,1,0,100,0,9.22,0,5.3,1,151.65,,1,1500.0,1,0.0,
0,3,0,0,100,57,123.81,0,1479.0,0,272.37,,1,1140.0,0,0.0,
0,1,0,1,100,0,26.47,0,14.2,1,267.57,,0,12540.0,0,0.0,
0,0,3,2,100,0,7.84,1,6836.0,1,123.27,,0,3660.0,0,1.0,
0,2,3,1,100,0,48.01,0,16.9,1,293.04,,0,15120.0,0,0.0,
0,2,3,1,100,0,20.81,0,5.8,1,264.51,,0,2340.0,0,0.0,
0,2,3,1,100,0,18.62,0,684.0,1,249.67,,0,7800.0,0,0.0,
0,3,3,1,100,0,2.01,0,21.4,1,227.48,,0,9999.0,0,0.0,
0,0,0,1,100,0,24.87,0,10.3,1,224.77,,0,11160.0,0,0.0,
0,4,1,1,100,0,9.12,0,21.2,1,132.66,,0,2640.0,1,0.0,
0,3,3,0,100,0,8.52,0,155.0,1,97.84,,0,9660.0,0,0.0,
0,3,3,0,100,0,15.63,0,0.5,1,218.41,,0,9999.0,0,0.0,
0,2,1,1,100,0,188.81,0,17.6,1,267.94,,0,900.0,1,0.0,
0,3,3,1,100,0,5.03,0,21.4,1,225.44,,0,540.0,0,0.0,
0,3,0,1,100,0,33.99,0,4.8,1,281.4,,0,2220.0,0,0.0,
0,3,3,1,100,0,1.4,0,649.0,1,253.31,,0,27780.0,0,0.0,
0,2,1,1,100,0,10.82,0,6.9,1,89.95,,0,15300.0,1,0.0,
0,3,3,1,100,0,4.15,0,1188.0,1,86.81,,0,26340.0,0,0.0,
0,3,0,0,100,0,14.06,0,25.0,1,212.95,,0,27060.0,0,0.0,
0,3,3,2,100,0,3.08,0,11.2,1,110.91,,0,17220.0,0,0.0,
0,3,2,1,100,0,22.23,0,5.7,1,265.49,,0,17940.0,0,0.0,
0,3,0,0,100,0,45.0,0,1230.0,1,283.04,,0,8940.0,0,0.0,
0,3,3,0,100,0,31.43,0,19.0,1,192.82,,0,12900.0,0,0.0,
0,0,1,0,100,0,134.01,1,10767.0,1,117.44,,0,120.0,1,1.0,
0,1,3,1,100,0,7.18,0,6.3,1,131.35,,0,9420.0,0,0.0,
0,0,0,0,100,0,10.23,0,10.2,1,87.16,,0,1440.0,0,0.0,
0,2,3,0,100,0,28.71,0,303.0,1,205.15,,0,9999.0,0,0.0,
0,0,3,1,100,0,14.3,0,11.8,1,127.31,,0,1380.0,0,0.0,
0,3,3,0,100,0,6.56,0,1221.0,1,152.39,,0,9999.0,0,0.0,
0,0,1,0,100,0,12.41,0,13.1,1,247.51,,0,9840.0,1,0.0,
0,3,3,1,100,0,14.09,0,4.5,1,195.67,,0,9540.0,0,0.0,
0,0,1,1,100,0,30.47,0,8.1,1,119.64,,0,7500.0,1,0.0,
0,0,0,1,100,0,6.61,1,7209.0,1,86.47,,0,19380.0,0,1.0,
0,3,0,0,100,0,4.55,0,23.0,1,192.92,,0,3540.0,0,0.0,
0,2,1,0,100,0,22.57,0,891.0,1,219.26,,0,780.0,1,0.0,
0,3,0,0,100,0,28.1,0,22.7,1,271.96,,0,2460.0,0,0.0,
0,2,3,1,100,0,30.4,0,12.5,1,266.69,,0,1980.0,0,0.0,
0,0,0,0,100,55,6.79,0,14.1,0,119.49,,0,480.0,0,0.0,
0,3,0,0,100,0,25.38,0,21.6,1,204.38,,0,12780.0,0,0.0,
0,2,2,1,100,0,4.39,0,1447.0,1,145.75,,0,1380.0,0,0.0,
0,3,3,1,100,0,0.51,0,23.0,1,266.29,,0,540.0,0,0.0,
0,3,1,1,100,0,21.12,0,480.0,1,129.51,,0,9999.0,1,0.0,
0,2,3,1,100,0,19.9,0,0.6,1,199.46,,0,10620.0,0,0.0,
0,2,3,1,100,0,5.61,0,1230.0,1,141.56,,0,10200.0,0,0.0,
0,3,3,1,100,0,31.01,1,,1,247.06,,0,4140.0,0,1.0,
0,3,3,1,100,0,6.05,0,4.0,1,154.22,,0,14460.0,0,0.0,
0,1,0,0,100,0,20.74,0,,1,145.0,,0,4920.0,0,0.0,
0,0,3,1,100,0,25.16,0,8.7,1,172.36,,0,25560.0,0,0.0,
0,0,3,1,100,0,24.78,0,23.3,1,292.39,,0,4020.0,0,0.0,
0,3,2,1,100,0,3.81,0,222.0,1,98.2,,0,21360.0,0,0.0,
0,0,3,0,100,0,13.77,0,3.2,1,140.44,,0,5160.0,0,0.0,
0,1,0,1,100,0,17.68,0,22.7,1,166.04,,0,9180.0,0,0.0,
0,3,0,0,100,0,8.82,0,0.1,1,118.68,,0,27000.0,0,0.0,
0,3,3,1,100,0,23.93,0,16.8,1,127.83,,0,10620.0,0,0.0,
0,2,3,0,100,0,7.33,0,12.2,1,153.12,,0,9720.0,0,0.0,
0,0,0,1,100,0,12.23,0,0.5,1,113.04,,0,7140.0,0,0.0,
0,3,0,0,100,0,17.32,1,10502.0,1,146.64,,0,8400.0,0,1.0,
0,3,3,0,100,0,1.27,0,15.9,1,234.02,,0,5460.0,0,0.0,
0,0,3,1,100,0,4.99,0,,1,298.54,,0,2760.0,0,0.0,
0,3,3,1,100,0,2.81,0,1164.0,1,219.04,,0,25560.0,0,0.0,
0,3,3,0,100,0,19.4,0,7.7,1,255.21,,0,9999.0,0,0.0,
0,0,0,0,100,0,31.1,0,1004.0,1,258.76,,0,5100.0,0,0.0,
0,2,3,1,100,0,12.03,0,13.5,1,135.15,,0,5820.0,0,0.0,
0,2,3,1,100,0,3.02,0,18.0,1,175.35,,0,2100.0,0,0.0,
0,3,0,0,100,0,11.05,0,14.0,1,99.77,,0,9999.0,0,0.0,
0,3,3,1,100,0,4.09,0,5.2,1,298.27,,0,7140.0,0,0.0,
0,4,0,0,100,0,41.72,0,15.5,1,268.07,,0,9999.0,0,0.0,
0,3,3,1,100,0,4.43,0,10.8,1,149.71,,0,9300.0,0,0.0,
0,0,0,1,100,0,20.81,0,1.3,1,195.69,,0,3900.0,0,0.0,
0,3,3,1,100,0,45.25,0,4.2,1,87.42,,0,1260.0,0,0.0,
0,3,1,0,100,0,13.58,0,,1,238.97,,0,2460.0,1,0.0,
0,3,3,0,100,0,9.39,0,9.2,1,128.56,,0,4500.0,0,0.0,
0,0,3,0,100,0,7.5,0,12.6,1,154.29,,0,9999.0,0,0.0,
0,3,0,1,100,0,32.63,0,17.5,1,298.47,,0,24000.0,0,0.0,
0,3,1,1,100,0,29.2,0,2.9,1,152.62,,0,10140.0,1,0.0,
0,3,3,1,100,0,7.0,0,3.1,1,151.61,,0,17160.0,0,0.0,
0,2,0,1,100,0,16.76,0,349.0,1,244.65,,0,6720.0,0,0.0,
0,1,3,0,100,0,1.44,0,1185.0,1,265.42,,0,960.0,0,0.0,
0,3,0,2,100,0,44.5,0,20.9,1,290.48,,0,4620.0,0,0.0,
0,3,3,0,100,0,6.51,0,10.3,1,215.65,,0,9999.0,0,0.0,
0,4,3,1,100,0,41.95,0,18.5,1,253.08,,0,13800.0,0,0.0,
0,3,0,1,100,0,10.0,0,11.4,1,157.68,,0,17280.0,0,0.0,
0,3,3,1,100,0,1.84,0,16.2,1,165.19,,0,6900.0,0,0.0,
0,0,0,0,100,0,8.6,0,12.8,1,90.97,,0,17760.0,0,0.0,
0,0,3,1,100,0,8.84,0,17.6,1,219.58,,0,4980.0,0,0.0,
0,4,3,0,100,0,211.88,0,0.1,1,274.01,,0,10980.0,0,0.0,
0,3,3,0,100,0,1.92,0,725.0,1,95.75,,0,8820.0,0,0.0,
0,3,0,1,100,0,14.26,0,0.4,1,166.31,,0,14220.0,0,0.0,
0,2,1,1,100,0,13.67,0,22.2,1,114.19,,0,14460.0,1,0.0,
0,1,3,1,100,0,5.31,0,20.8,1,103.27,,0,11940.0,0,0.0,
0,2,2,0,100,0,149.28,0,21.0,1,175.61,,0,6960.0,0,0.0,
0,1,3,0,100,0,20.26,0,602.0,1,117.16,,0,3660.0,0,0.0,
0,3,1,1,100,0,190.31,0,23.5,1,257.07,,0,4020.0,1,0.0,
0,3,0,1,100,0,29.24,0,5.6,1,187.0,,0,240.0,0,0.0,
0,0,3,0,100,0,55.98,0,1357.0,1,224.73,,0,720.0,0,0.0,
0,3,3,1,100,0,12.99,0,1287.0,1,214.02,,0,7020.0,0,0.0,
0,3,1,1,100,0,5.94,0,3.9,1,174.4,,0,18240.0,1,0.0,
0,3,3,0,100,0,1.39,0,1113.0,1,283.45,,0,27420.0,0,0.0,
0,4,3,2,100,0,12.52,0,279.0,1,210.85,,0,9420.0,0,0.0,
0,0,3,1,100,0,42.31,0,1.1,1,254.05,,0,12180.0,0,0.0,
0,3,0,0,100,0,19.95,0,,1,232.42,,0,9999.0,0,0.0,
0,1,3,1,100,0,8.49,0,6.9,1,257.03,,0,9600.0,0,0.0,
0,0,1,1,100,0,5.41,0,6.0,1,187.03,,0,9999.0,1,0.0,
0,3,0,1,100,0,22.07,0,19.1,1,280.74,,0,840.0,0,0.0,
0,2,1,1,100,0,12.01,0,5.9,1,80.86,,0,8460.0,1,0.0,
0,0,3,1,100,0,15.08,0,6.7,1,198.91,,0,1200.0,0,0.0,
0,2,3,0,100,0,24.77,0,16.5,1,256.94,,0,6000.0,0,0.0,
0,2,3,1,100,0,11.46,0,6.6,1,101.81,,0,4380.0,0,0.0,
0,0,3,0,100,0,5.05,0,16.0,1,225.78,,0,9999.0,0,0.0,
0,4,3,1,100,0,11.32,0,13.5,1,154.85,,0,2700.0,0,0.0,
0,2,0,0,100,0,15.91,0,15.3,1,167.29,,0,4320.0,0,0.0,
0,2,0,1,100,0,16.13,0,21.7,1,225.86,,0,780.0,0,0.0,
0,3,0,1,100,0,11.11,0,24.9,1,92.15,,0,5940.0,0,0.0,
0,3,3,1,100,0,0.46,0,511.0,1,85.21,,0,1740.0,0,0.0,
0,2,1,0,100,0,43.55,0,16.8,1,271.14,,0,9999.0,1,0.0,
0,2,3,1,100,0,0.85,0,19.3,1,264.79,,0,19680.0,0,0.0,
0,0,3,0,100,0,17.59,0,13.1,1,247.22,,0,13320.0,0,0.0,
0,3,3,1,100,0,0.79,0,12.8,1,115.69,,0,3840.0,0,0.0,
0,4,2,1,100,0,102.67,0,885.0,1,238.93,,0,9999.0,0,0.0,
0,3,0,1,100,0,27.55,0,5.0,1,262.16,,0,28200.0,0,0.0,
0,3,3,1,100,0,16.73,0,10.5,1,200.98,,0,9999.0,0,0.0,
0,3,1,1,100,0,39.63,0,1.2,1,289.19,,0,1800.0,1,0.0,
0,0,0,1,100,0,7.97,0,6.4,1,183.41,,0,900.0,0,0.0,
0,0,0,1,100,0,27.05,0,24.1,1,298.54,,0,120.0,0,0.0,
0,1,3,1,100,0,24.65,0,23.2,1,295.99,,0,7200.0,0,0.0,
0,0,3,0,100,0,3.73,0,7.0,1,182.99,,0,2160.0,0,0.0,
0,1,2,1,100,0,4.76,0,1.4,1,143.0,,0,5400.0,0,0.0,
0,0,3,1,100,0,2.65,0,23.0,1,273.96,,0,20820.0,0,0.0,
0,2,1,1,100,0,12.13,0,552.0,1,106.35,,0,9420.0,1,0.0,
0,3,3,1,100,0,51.65,0,1320.0,1,271.8,,0,15540.0,0,0.0,
0,1,0,1,100,0,18.58,0,10.9,1,164.19,,0,6660.0,0,0.0,
0,1,3,1,100,0,0.76,0,8.6,1,142.0,,0,2100.0,0,0.0,
0,3,3,1,100,0,1.15,0,11.1,1,188.67,,0,23340.0,0,0.0,
0,3,3,1,100,0,25.79,0,6.9,1,97.39,,0,12180.0,0,0.0,
0,2,0,1,100,0,13.7,0,11.5,1,124.54,,0,960.0,0,0.0,
0,3,3,1,100,0,7.51,0,478.0,1,202.53,,0,12540.0,0,0.0,
0,2,0,1,100,0,14.2,0,19.5,1,189.34,,0,15900.0,0,0.0,
0,3,1,1,100,0,18.57,0,372.0,1,256.52,,0,1200.0,1,0.0,
0,2,0,1,100,0,13.8,0,5.4,1,146.06,,0,840.0,0,0.0,
0,3,3,0,100,0,6.54,0,23.9,1,156.27,,0,9600.0,0,0.0,
0,3,0,0,100,0,14.37,0,22.5,1,151.89,,0,7500.0,0,0.0,
0,3,3,1,100,0,21.32,0,11.1,1,223.65,,0,1500.0,0,0.0,
0,2,0,1,100,0,14.82,0,15.8,1,132.31,,0,9999.0,0,0.0,
0,2,0,0,100,0,22.5,0,24.2,1,157.48,,0,2700.0,0,0.0,
0,2,3,1,100,0,14.51,0,24.2,1,293.59,,0,24000.0,0,0.0,
0,3,0,0,100,0,20.95,0,23.0,1,154.44,,0,8340.0,0,0.0,
0,3,0,1,100,0,14.58,0,19.4,1,145.2,,0,5820.0,0,0.0,
0,3,0,1,100,0,24.55,0,15.8,1,216.9,,0,9999.0,0,0.0,
0,2,3,1,100,0,36.05,0,2.9,1,173.64,,0,23760.0,0,0.0,
0,1,0,1,100,0,14.22,0,18.9,1,106.29,,0,8880.0,0,0.0,
0,3,0,1,100,0,23.32,0,21.0,1,206.58,,0,1800.0,0,0.0,
0,2,3,0,100,0,9.23,0,164.0,1,164.91,,0,9960.0,0,0.0,
0,3,0,0,100,0,13.41,0,13.9,1,153.8,,0,9999.0,0,0.0,
0,2,0,0,100,0,24.26,0,,1,202.68,,0,9999.0,0,0.0,
